name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
75 Cet Ac,Confirmed,0.91,0.09,0.09,0.91,0.09,0.09,,,,2052,40,40,3.929,0.058,0.058,0.023,,,,,,,2023,31-07-2024,123,6,6,2454285,181,181,,,,,,,,,,,,,,,,,,,9.44,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,75 Cet A,38.0375,-1.035,5.36,,,,,81.5,7.51,7.51,0,0.04,0.04,2.49,0.02,0.02,10.5,1,1,G3III,,,,4846,18,18,,,
79 Cet Ab,Confirmed,0.215,0.03,0.03,0.215,0.03,0.03,,,,75.82,0.4,0.4,0.35,,,0.28,0.15,0.15,,,,0.009749,2000,29-07-2024,41,22,22,2451547.2,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 16141 b,,79 Cet A,38.8291667,-3.5605556,6.78,,,,,35.9,,,0.02,,,1.01,,,1,,,G5 IV,7.76,,,5533,,,,,"HD 16141, HIP 12048"
81 Cet b,Confirmed,5.3,,,5.3,,,,,,952.7,8.8,8.8,2.5,,,0.206,0.029,0.029,,,,0.02572,2008,27-08-2014,175,6.9,6.9,2452486,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,81 Cet,39.425,-3.3961111,5.65,,3.94,3.38,3.27,97.2,9.2,9.2,-0.06,0.03,0.03,2.4,0.4,0.4,11,0.1,0.1,G5III,,,,,,,,,
82 Eri b,Confirmed,0.00676,0.00053,0.00053,0.00676,0.00053,0.00053,,,,18.3142,0.002,0.002,0.1257,0.0005,0.0005,0.065,0.046,0.046,,,,0.019917,2011,04-11-2024,26,5,5,246083.26,0.54,0.54,,,,,,,,,,,,,,,,,,,0.61,0.05,0.05,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"e Eri b, HD 20794 b",,82 Eri,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.012,0.9,0.03,0.03,G8V,14,5,5,5490,70,70,IR Excess,,"e Eri, HD 20794, GJ 139"
82 Eri c,Confirmed,0.00793,0.0025,0.0025,0.00793,0.0025,0.0025,,,,89.68,0.1,0.1,0.3625,0.0016,0.0016,0.077,0.055,0.055,,,,0.033597,2011,04-11-2024,,,,2460356.2,4.5,4.5,,,,,,,,,,,,,,,,,,,0.5,0.05,0.05,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"HD 20794 c, e Eri c",,82 Eri,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.012,0.9,0.03,0.03,G8V,14,5,5,5490,70,70,IR Excess,,"e Eri, HD 20794, GJ 139"
82 Eri d,Confirmed,0.01831,0.00179,0.00179,0.01831,0.00179,0.00179,,,,647.6,2.7,2.7,1.354,0.007,0.007,0.45,0.1,0.1,,,,0.057739,2011,04-11-2024,252,44,44,2459933,17,17,,,,,,,,,,,,,,,,,,,0.57,0.07,0.07,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"e Eri d, HD 20794 d",,82 Eri,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.012,0.9,0.03,0.03,G8V,14,5,5,5490,70,70,IR Excess,,"e Eri, HD 20794, GJ 139"
82 Eri e,Confirmed,0.01501,0.00271,0.00271,0.01501,0.00271,0.00271,,,,147.02,0.91,0.91,0.509,0.006,0.006,0.29,0.17,0.17,,,,,2017,28-05-2024,268,32,32,,,,,,,,,,,,,,,,,,,,,,0.69,0.13,0.13,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"e Eri e, HD 20794 e",,82 Eri,49.9833333,-43.0697222,4.26,,,,,6.06,,,-0.38,0.06,0.06,0.813,0.012,0.012,0.9,0.03,0.03,G8V,14,5,5,5490,70,70,IR Excess,,"e Eri, HD 20794, GJ 139"
8 Umi b,Confirmed,1.65,0.06,0.06,1.65,0.06,0.06,,,,93.31,0.06,0.06,0.462,0.006,0.006,0.062,0.18,0.18,,,,,2015,11-01-2024,53.8,26,26,2457601.379,6.9,6.9,,,,,,,,,,,,,,,,,,,56.1,1.7,1.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"C, Mg, N, Y",8 Umi,224.2,74.90083335,6.83,,,,,159.1,11,11,-0.03,0.02,0.02,1.8,0.1,0.1,9.9,0.4,0.4,K0,1.7,0.2,0.2,4847.4,7.5,7.5,,,
94 Cet Ab,Confirmed,1.37,0.12,0.12,1.37,0.12,0.12,,,,466.2,1.7,1.7,1.305,0.016,0.016,0.063,0.062,0.062,,,,0.06345,2003,29-07-2024,346,55,55,2453757,72,72,,,,,,,,,,,,,,,,,,,29.3,2.1,2.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"HD 19994 Ab, GJ 128 Ab, HR 962 Ab",,94 Cet A,48.1916667,-1.1958333,5.07,,,,,22.38,,,0.25,,,1.34,,,1.93,0.067,0.067,F8 V,8.91,,,5984,,,IR Excess,,"HD 19994 A, GJ 128 A, HR 962 A"
AB Aur b,Confirmed,9,15,15,,,,,,,,,,93.9,50,50,0.4,0.2,0.2,42.6,15,15,0.708333,2008,19-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Imaging, Other, Kinematic",Spectrum,,,,AB Aur,73.9416667,30.5511111,7.06,,,,,144,,,,,,2.4,0.2,0.2,,,,A0V,0.002,0.001,0.001,,,,,,
ADS 11163 Ab,Confirmed,50,,,,,,,,,4.63629,0.00066,0.00066,0.057,,,0,,,,,,,1999,04-07-2024,0,,,,,,,,,,,,,,,,,,,,,,,,4370,160,160,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,BD+84 409 Ab,,ADS 11163 A,270.3609833,84.59956166,9.9,,8.41,8.31,8.2,137.9,,,,,,1.11,,,1.208,,,G1V,,,,5914.22,,,,,"BD+84 409 A, HU 65 A"
Aldebaran b,Confirmed,,,,,,,,,,772.83,4.34,4.34,,,,0.09,0.08,0.08,,,,,2019,22-04-2024,24.4,46.4,46.4,2452934,98.6,98.6,,,,,,,,,,,,,,,,,,,72.24,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Aldebaran,68.9791667,16.5091667,0.85,,,,,20.43,0.32,0.32,-0.27,0.05,0.05,1.13,0.11,0.11,45.1,0.1,0.1,K5III,6.6,2.4,2.4,4055,70,70,,,alf Tau
alf Ari b,Confirmed,1.8,0.2,0.2,1.8,0.2,0.2,,,,380.8,0.3,0.3,1.2,,,0.25,0.03,0.03,,,,0.059406,2011,18-04-2011,89.16,6.84,6.84,2451213.52,7.36,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,alf Ari,31.7916667,23.4622222,2.01,,,,,20.2,,,-0.09,0.03,0.03,1.5,0.2,0.2,13.9,0.3,0.3,K2III,,,,4553,15,15,,,
AS 205 Ab,Confirmed,19.25,1.96,1.96,19.25,1.96,1.96,,,,24.84,0.03,0.03,0.162,0.04,0.04,0.35,0.06,0.06,,,,,2017,01-08-2024,94.14,7.67,7.67,,,,,,,,,,,,,,,,,,,,,,1529,160,160,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,AS 205 A,242.8791667,-18.6402778,12.4,,,,,140,,,0,0.5,0.5,0.9,,,3.7,,,K5,,,,4300,300,300,,,*V866 Sco
Barnard's star b,Confirmed,0.00116,0.00016,0.00016,0.00116,0.00016,0.00016,,,,3.1533,0.0006,0.0006,0.02294,0.00033,0.00033,0.16,0.16,0.16,,,,,2024,01-10-2024,,,,2460139.204,0.149,0.149,,,,,,,,,,,,,,,,,,,0.55,0.07,0.07,400,7,7,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Barnard's star,269.4541667,4.693333355,9.5,,,,,1.82823,0.00013,0.00013,-0.56,,,0.162,0.007,0.007,0.185,0.006,0.006,M4V,8.5,1.5,1.5,3195,28,28,,,"GJ 699, V2500 Oph"
BD-00 4475 b,Confirmed,50.93,0.71,0.71,23.05,2.23,2.23,,,,723.71,0.83,0.83,1.48,0.11,0.11,0.3803,0.0079,0.0079,139.63,0.79,0.79,,2021,29-06-2024,262.65,2.46,2.46,2458799.64,3.47,3.47,,,,,,,,,,,,,,,,,,,711.21,11.51,11.51,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Radial Velocity,,,,BD-00 4475,347.7125,0.409722238,9,,,,,42.69,0.2,0.2,,,,,,,,,,G0,,,,,,,,,
BD+03 2562 b,Confirmed,6.4,1.3,1.3,6.4,1.3,1.3,,,,481.9,2.8,2.8,1.3,0.1,0.1,0.2,0.08,0.08,,,,,2017,30-06-2017,218,26,26,2453726,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+03 2562,177.5648029,2.760131134,9.58,,,,,2618,564,564,-0.71,0.09,0.09,1.14,0.25,0.25,32.35,8.82,8.82,,5.25,2,2,4095,20,20,,,
BD-06 1339 c,Confirmed,0.17,0.03,0.03,0.17,0.03,0.03,,,,125.94,0.44,0.44,0.435,0.007,0.007,0.31,0.11,0.11,,,,,2013,11-04-2021,41,55,55,2455265.2,17.6,17.6,,,,,,,,,,,,,,,,,,,9.1,2.9,2.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,GJ 221 c,,BD-06 1339,88.25,-5.9947,6.69,,,,,20,1,1,-0.14,0.17,0.17,0.7,,,,,,K7V/M0V,4.4,4,4,4324,100,100,,,GJ 221
BD-06 1339 d,Confirmed,0.0582,0.0296,0.0296,0.0582,0.0296,0.0296,,,,487,26,26,1.06,0.07,0.07,0.02,0.02,0.02,,,,,2014,11-04-2021,275,85,85,,,,,,,,,,,,,,,,,,,,,,2.03,1.06,1.06,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,GJ 221 d,,BD-06 1339,88.25,-5.9947,6.69,,,,,20,1,1,-0.14,0.17,0.17,0.7,,,,,,K7V/M0V,4.4,4,4,4324,100,100,,,GJ 221
BD-06 1339 e,Confirmed,0.0104,0.0044,0.0044,0.0104,0.0044,0.0044,,,,2.3946,0.00044,0.00044,0.03,0.003,0.003,0.03,0.03,0.03,,,,,2019,28-05-2024,,,,,,,,,,,,,,,,,,,,,,,,,2.13,0.81,0.81,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,GJ 221 e,,BD-06 1339,88.25,-5.9947,6.69,,,,,20,1,1,-0.14,0.17,0.17,0.7,,,,,,K7V/M0V,4.4,4,4,4324,100,100,,,GJ 221
BD-08 2823 b,Confirmed,0.045,0.007,0.007,0.045,0.007,0.007,,,,5.6,0.02,0.02,0.056,0.002,0.002,0.15,0.15,0.15,,,,0.001327,2009,13-06-2019,30,100,100,2454637.7,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD-08 2823,150.2,-9.5166667,9.86,,,,,42.2,2.9,2.9,-0.07,0.03,0.03,0.74,0.07,0.07,,,,K3V,4.5,4,4,4746,63,63,,,
BD-08 2823 c,Confirmed,0.33,0.03,0.03,0.33,0.03,0.03,,,,237.6,1.5,1.5,0.68,0.02,0.02,0.19,0.09,0.09,,,,0.016114,2009,13-06-2019,127,21,21,2454193,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD-08 2823,150.2,-9.5166667,9.86,,,,,42.2,2.9,2.9,-0.07,0.03,0.03,0.74,0.07,0.07,,,,K3V,4.5,4,4,4746,63,63,,,
BD-10 3166 b,Confirmed,0.46,,,0.46,,,1.03,,,3.4878,0.0001,0.0001,0.046,,,0.0104,0.0192,0.0192,,,,0.000697,2000,24-02-2015,345.4,83.9,83.9,2451844.7,,,,,,,,,,,,,,,,,,,,,60.53,1.44,1.44,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,BD-10 3166,164.6166667,-10.7702778,10.08,,,,,66,,,0.5,,,0.99,,,1.71,,,G4 V,4.18,,,5400,,,,,
BD-11 4672 b,Confirmed,0.65,0.05,0.05,0.65,0.05,0.05,,,,1634,14,14,2.36,0.04,0.04,0.05,0.05,0.05,,,,0.091575,2010,26-06-2020,344,67,67,2457915.3,34,34,,,,,,,,,,,,,,,,,,,14.9,1.2,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD-11 4672,278.3708333,-11.63611113,10.02,,,,,27.3,1.3,1.3,-0.48,0.05,0.05,0.571,0.014,0.014,0.52,0.02,0.02,K7V,4.4,4,4,4475,100,100,,,
BD-11 4672 c,Confirmed,0.04836,0.0066,0.0066,0.04836,0.0066,0.0066,,,,74.2,0.08,0.08,0.3,0.01,0.01,0.4,0.15,0.15,,,,,2020,26-06-2020,246,27,27,2458687.5,5.9,5.9,,,,,,,,,,,,,,,,,,,3.42,0.64,0.64,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD-11 4672,278.3708333,-11.63611113,10.02,,,,,27.3,1.3,1.3,-0.48,0.05,0.05,0.571,0.014,0.014,0.52,0.02,0.02,K7V,4.4,4,4,4475,100,100,,,
BD+14 4559 b,Confirmed,1.47,,,1.47,,,,,,268.94,0.99,0.99,0.777,,,0.29,0.03,0.03,,,,0.01554,2009,23-02-2016,87.64,7.87,7.87,2453294.21,6.35,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+14 4559,318.4,14.6894444,9.63,,,,,50,4,4,0.1,0.07,0.07,0.86,0.15,0.15,,,,K2V,,,,5008,20,20,,,
BD+15 2375 b,Confirmed,1.06,0.27,0.27,1.06,0.27,0.27,,,,153.22,0.44,0.44,0.576,0.027,0.027,0.001,0.001,0.001,,,,,2016,21-03-2016,55,17,17,2457680,630,630,,,,,,,,,,,,,,,,,,,38.3,1,1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+15 2375,176.4833334,14.61638891,10.3,,,,,774,165,165,-0.22,0.08,0.08,1.08,0.14,0.14,8.95,1.45,1.45,,7.4,,,4649,30,30,,,
BD+15 2940 b,Confirmed,1.11,,,1.11,,,,,,137.48,0.34,0.34,0.539,,,0.26,0.1,0.1,,,,,2013,30-04-2013,302,33,33,2453464,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+15 2940,240.0958,15.5469,9.19,,,,,585,455,455,0.28,0.07,0.07,1.1,0.2,0.2,14.7,2.8,2.8,K0,7.1,4.2,4.2,4796,117,117,,,
BD-17 63 b,Confirmed,5.325,0.036,0.036,5.1,0.12,0.12,,,,655.6,0.6,0.6,1.34,0.02,0.02,0.54,0.005,0.005,82.4,2,2,0.038728,2008,29-06-2024,112.2,1.9,1.9,2454627.1,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,BD-17 63,7.1416667,-16.2263889,9.62,,,,,34.6,1.5,1.5,-0.03,0.06,0.06,0.74,0.03,0.03,0.69,,,K5V,4.3,4,4,4714,93,93,,,
BD+20 2457 b,Confirmed,21.42,,,21.42,,,,,,379.63,2.01,2.01,1.45,,,0.15,0.03,0.03,,,,0.00725,2009,23-02-2016,207.64,21.99,21.99,2454677.53,28.19,28.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+20 2457,154.1875,19.8913889,9.75,,,,,1670,125,125,-1,0.07,0.07,2.8,1.5,1.5,,,,K2II,,,,4127,17,17,,,
BD+20 2457 c,Confirmed,12.47,,,12.47,,,,,,621.99,10.2,10.2,2.01,,,0.18,0.06,0.06,,,,0.01005,2009,23-02-2016,126.02,16.54,16.54,2453867.45,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+20 2457,154.1875,19.8913889,9.75,,,,,1670,125,125,-1,0.07,0.07,2.8,1.5,1.5,,,,K2II,,,,4127,17,17,,,
BD-21 397 c,Confirmed,4.8,0.6,0.6,,,,,,,6240,156,156,5.9,0.1,0.1,0.43,0.05,0.05,33,14,14,,2023,08-06-2024,174,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Radial Velocity,,"HIP 10337 b, GJ 1044 c",,BD-21 397,33.3,-21.1963889,9.8,,,,,23.74,0.009,0.009,0.12,0.1,0.1,0.679,0.017,0.017,0.747,0.088,0.088,K7V,6.2,4.7,4.7,4051,239,239,,,
BD+24 4697 b,Confirmed,53,3,3,53,3,3,,,,145.081,0.016,0.016,0.5,0.08,0.08,0.50048,0.00043,0.00043,,,,,2016,21-12-2018,66.35,0.09,0.09,2455986.042,0.037,0.037,,,,,,,,,,,,,,,,,,,2728.4,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J23013928+2547169 b, HIP 113698 b",,BD+24 4697,345.4138422,25.78792796,9.74,,,,,44.7922,0.2605,0.2605,-0.11,0.02,0.02,0.75,0.05,0.05,,,,K2V,,,,5077,32,32,,,"HIP 113698, 2MASS J23013928+2547169"
BD+26 1888 b,Confirmed,26,2,2,26,2,2,,,,536.78,0.25,0.25,1.19,0.05,0.05,0.2675,0.0016,0.0016,,,,,2016,10-02-2016,1.3,0.7,0.7,2456548.3,0.9,0.9,,,,,,,,,,,,,,,,,,,805.1,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+26 1888,135.6291667,25.88944447,9.76,,,,,38,,,0.02,0.04,0.04,0.76,0.08,0.08,,,,K7,,,,4748,87,87,,,
BD+45 564 b,Confirmed,1.36,0.12,0.12,1.36,0.12,0.12,,,,307.88,1.47,1.47,0.83,0.04,0.04,0.12,0.06,0.06,,,,,2021,21-05-2021,70.31,51.85,51.85,2457734.61,6.1,6.1,,,,,,,,,,,,,,,,,,,47.68,2.78,2.78,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+45 564,32.94583335,45.92416669,9.5,,,,,53.7,0.2,0.2,,,,,,,,,,K1,,,,,,,,,
BD+48 738 b,Confirmed,0.91,,,0.91,,,,,,392.6,5.5,5.5,1,,,0.2,0.1,0.1,,,,,2011,13-06-2019,358.9,31.1,31.1,2454457.2,28.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD +48 738,40.7083333,49.5869444,9.14,,,,,,,,-0.2,0.07,0.07,0.74,0.39,0.39,11,1,1,K0III,,,,4414,15,15,,,
BD+49 828 b,Confirmed,1.6,0.2,0.2,1.6,0.2,0.2,,,,2590,180,180,4.2,0.2,0.2,0.35,0.1,0.1,,,,,2015,26-07-2015,170,32,32,2455470,170,170,,,,,,,,,,,,,,,,,,,18.8,2,2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+49 828,45.64166668,49.73000003,9.38,,,,,,,,-0.19,0.06,0.06,1.52,0.22,0.22,7.6,1.3,1.3,K0III,2.3,,,4943,30,30,,,
BD+55 362 b,Confirmed,0.72,0.08,0.08,0.72,0.08,0.08,,,,265.59,1.04,1.04,0.78,0.05,0.05,0.27,0.06,0.06,,,,,2021,21-05-2021,225.56,62.43,62.43,2458194.19,12.3,12.3,,,,,,,,,,,,,,,,,,,25.12,1.74,1.74,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+55 362,23.96250002,56.69916669,9.2,,,,,52.65,0.1,0.1,,,,,,,,,,K3,,,,,,,,,
BD+63 1405 Ab,Confirmed,3.96,0.31,0.31,3.96,0.31,0.31,,,,1198.48,,,2.06,0.14,0.14,0.88,0.02,0.02,,,,,2021,02-08-2024,92.25,3.76,3.76,2459440.02,61.72,61.72,,,,,,,,,,,,,,,,,,,186.01,14.88,14.88,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+63 1405 A,271.4,63.6688889,8.96,,7.3,6.89,6.78,38.09,0.04,0.04,,,,0.85,0.103,0.103,0.8047,0.05,0.05,K0V,,,,5073,128.654,128.654,,,
beta Cnc Ab,Confirmed,7.8,0.8,0.8,7.8,0.8,0.8,,,,605.2,4,4,1.7,0.1,0.1,0.08,0.02,0.02,,,,,2014,30-07-2024,58.9,0.9,0.9,2453229.8,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"Tarf b, bet Cnc b",,beta Cnc A,124.1291667,9.185555561,3.5,,,,,92.99,1.7,1.7,-0.29,0.06,0.06,1.7,0.1,0.1,48.96,4.23,4.23,K4III,1.85,0.34,0.34,3990,20,20,,,"Tarf, bet Cnc"
bet And b,Confirmed,28.26,2.17,2.17,28.26,2.17,2.17,,,,663.87,4.3,4.3,2.03,0.01,0.01,0.28,0.1,0.1,,,,,2023,07-06-2024,7.54,5,5,2453272.89,,,,,,,,,,,,,,,,,,,,,373.97,27.9,27.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"Mirach b, 43 And b, HD 6860 b",,bet And,17.43333335,35.62055557,2,,,,,60.45,,,-0.03,,,,,,86.4,,,M0III,,,,3802,,,,,"Mirach, 43 And, HD 6860"
beta Pic c,Confirmed,8.89,0.75,0.75,8.5,0.5,0.5,1.2,0.1,0.1,1227,110,110,2.68,0.02,0.02,0.32,0.02,0.02,89.95,0.1,0.1,,2019,24-03-2024,66,1.8,1.8,2454116,9,9,,,,,,,,,,,,,,,,,,,113,2,2,,,,1250,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Flux,bet Pic c,,beta Pic,86.8208333,-51.0663889,3.86,,,,,19.3,0.2,0.2,,,,1.73,0.05,0.05,1.8,,,A6V,0.04,0.004,0.004,8052,,,Imaging,,bet Pic
beta Umi b,Confirmed,6.1,1,1,6.1,1,1,,,,522.3,2.7,2.7,1.4,0.1,0.1,0.19,0.02,0.02,,,,,2014,12-05-2014,307.4,2.8,2.8,2453175.3,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,bet Umi b,,beta Umi,222.675,74.15555556,2.08,,,,,40.14,0.2,0.2,-0.27,0.07,0.07,1.4,0.2,0.2,42.06,,,K4III,2.95,,,4126,25,25,,,bet Umi
[BHB2007]-1 b,Confirmed,42,5,5,,,,,,,,,,50,,,,,,,,,,2021,23-09-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Theoretical,,,,[BHB2007]-1,257.7666667,-27.38194446,15,,,,,166,,,,,,0.75,0.1,0.1,,,,K9,0.0057,,,4060,300,300,,,2MASS J17110392-2722551
CD Cet b,Confirmed,0.01244,0.00136,0.00136,0.01243,0.00135,0.00135,,,,2.2907,0.00012,0.00012,0.0185,0.0013,0.0013,,,,87.48,87.48,87.48,,2020,06-06-2020,,,,2458804.489,0.018,0.018,,,,,,,,,,,,,,,,,,,6.51,0.23,0.23,464,18,18,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,GJ 1057,,CD Cet,48.34583334,4.774722244,12,,,,,8.609,0.007,0.007,0.13,0.16,0.16,0.161,0.01,0.01,0.175,0.006,0.006,M5.0,3,2,2,3130,51,51,,,GJ 1057
Cha Ha 8 b,Confirmed,25,7,7,25,7,7,,,,1895,132,132,1.02,0.06,0.06,0.59,0.22,0.22,,,,0.006375,2007,01-08-2024,106,26,26,2453163,214,214,,,,,,,,,,,,,,,,,,,2433,440,440,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"Ass Cha T 1-15 Bb, FI Cha Bb, 2MASS J11074610-7740089 b",,Cha Ha 8,166.9420441,-77.66914406,20.1,,,,,196.76,5.68,5.68,,,,0.085,0.015,0.015,,,,M6.5V,0.003,,,2967,57,57,,,"[NC98] Cha HA 8, Ass Cha T 1-15 B, FI Cha B, 2MASS J11074610-7740089"
chi Sco b,Confirmed,4.32,0.12,0.12,4.32,0.12,0.12,,,,578.38,2,2,1.45,0.02,0.02,0.06,0.02,0.02,,,,,2020,28-05-2024,57.03,106.77,106.77,2453294.28,182.91,182.91,,,,,,,,,,,,,,,,,,,92.4,3.84,3.84,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,17 Sco b,,chi Sco,243.4625,-11.8377778,5.24,,,,,116,4.53,4.53,-0.01,0.1,0.1,1.22,0.14,0.14,25.92,0.74,0.74,K3 III,5.13,1.33,1.33,4157,11,11,,,17 Sco
chi Vir b,Confirmed,11.09,1,1,11.09,1,1,,,,835.477,6.04,6.04,2.14,0.03,0.03,0.462,0.069,0.069,,,,0.023778,2009,12-06-2024,290.6,3.8,3.8,2451796.907,5.1,5.1,,,,,,,,,,,,,,,,,,,158.2,14.4,14.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 110014 b,,chi Vir,189.8083333,-7.9955556,4.66,,,,,90,2.3,2.3,0.19,0.05,0.05,2.17,0.28,0.28,20.9,1.1,1.1,K2III,0.95,0.4,0.4,4445,70,70,,,HD 110014
chi Vir c,Confirmed,3.1,0.4,0.4,3.1,0.4,0.4,,,,130,0.9,0.9,0.64,0.003,0.003,0.44,0.2,0.2,,,,,2015,12-06-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 110014 c,,chi Vir,189.8083333,-7.9955556,4.66,,,,,90,2.3,2.3,0.19,0.05,0.05,2.17,0.28,0.28,20.9,1.1,1.1,K2III,0.95,0.4,0.4,4445,70,70,,,HD 110014
